stimulus_pair onset         duration      trial_type    trial_number  correct_response            response      response_time stim_file_left              stim_file_right             stim_type_left              stim_type_right             feedback      feedback_onset              feedback_duration
CD             8.075         2.5          Training       1            C             n/a            0            stim/6.jpeg   stim/1.jpeg   D             C             noresponse     10.626        1 
EF             13.293        2.5          Training       2            F             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     15.844        1 
CD             19.312        2.5          Training       3            D             n/a            0            stim/6.jpeg   stim/1.jpeg   D             C             noresponse     21.863        1 
AB             24.93         2.5          Training       4            A             n/a            0            stim/2.jpeg   stim/3.jpeg   B             A             noresponse     27.481        1 
CD             31.749        2.5          Training       5            C             n/a            0            stim/6.jpeg   stim/1.jpeg   D             C             noresponse     34.3          1 
EF             36.367        2.5          Training       6            F             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     38.918        1 
AB             42.986        2.5          Training       7            B             n/a            0            stim/2.jpeg   stim/3.jpeg   B             A             noresponse     45.536        1 
EF             49.805        2.5          Training       8            E             n/a            0            stim/5.jpeg   stim/4.jpeg   E             F             noresponse     52.355        1 
AB             55.023        2.5          Training       9            A             n/a            0            stim/3.jpeg   stim/2.jpeg   A             B             noresponse     57.574        1 
AB             61.642        2.5          Training       10           A             n/a            0            stim/3.jpeg   stim/2.jpeg   A             B             noresponse     64.192        1 
EF             66.26         2.5          Training       11           E             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     68.81         1 
EF             71.878        2.5          Training       12           E             n/a            0            stim/5.jpeg   stim/4.jpeg   E             F             noresponse     74.429        1 
CD             77.897        2.5          Training       13           C             n/a            0            stim/1.jpeg   stim/6.jpeg   C             D             noresponse     80.447        1 
CD             82.515        2.5          Training       14           C             n/a            0            stim/6.jpeg   stim/1.jpeg   D             C             noresponse     85.065        1 
EF             89.333        2.5          Training       15           F             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     91.884        1 
EF             94.952        2.5          Training       16           E             n/a            0            stim/5.jpeg   stim/4.jpeg   E             F             noresponse     97.503        1 
CD             100.97        2.5          Training       17           D             n/a            0            stim/6.jpeg   stim/1.jpeg   D             C             noresponse     103.521       1 
CD             107.589       2.5          Training       18           D             n/a            0            stim/1.jpeg   stim/6.jpeg   C             D             noresponse     110.14        1 
AB             112.807       2.5          Training       19           A             n/a            0            stim/3.jpeg   stim/2.jpeg   A             B             noresponse     115.358       1 
CD             117.425       2.5          Training       20           D             n/a            0            stim/6.jpeg   stim/1.jpeg   D             C             noresponse     119.976       1 
CD             124.244       2.5          Training       21           D             n/a            0            stim/1.jpeg   stim/6.jpeg   C             D             noresponse     126.795       1 
