stimulus_pair onset         duration      trial_type    trial_number  correct_response            response      response_time stim_file_left              stim_file_right             stim_type_left              stim_type_right             feedback      feedback_onset              feedback_duration
AB             229.404       2.5          Training       39           A             n/a            0            stim/1.jpeg   stim/6.jpeg   B             A             noresponse     231.955       1 
CD             235.423       2.5          Training       40           C             n/a            0            stim/3.jpeg   stim/2.jpeg   C             D             noresponse     237.973       1 
EF             242.241       2.5          Training       41           F             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     244.792       1 
AB             246.859       2.5          Training       42           B             n/a            0            stim/6.jpeg   stim/1.jpeg   A             B             noresponse     249.41        1 
AB             252.478       2.5          Training       43           A             n/a            0            stim/1.jpeg   stim/6.jpeg   B             A             noresponse     255.029       1 
EF             257.096       2.5          Training       44           E             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     259.647       1 
EF             262.314       2.5          Training       45           E             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     264.865       1 
CD             267.933       2.5          Training       46           D             n/a            0            stim/2.jpeg   stim/3.jpeg   D             C             noresponse     270.483       1 
AB             274.751       2.5          Training       47           A             n/a            0            stim/1.jpeg   stim/6.jpeg   B             A             noresponse     277.302       1 
AB             281.37        2.5          Training       48           B             n/a            0            stim/6.jpeg   stim/1.jpeg   A             B             noresponse     283.921       1 
AB             287.389       2.5          Training       49           A             n/a            0            stim/6.jpeg   stim/1.jpeg   A             B             noresponse     289.939       1 
AB             293.007       2.5          Training       50           A             n/a            0            stim/6.jpeg   stim/1.jpeg   A             B             noresponse     295.558       1 
AB             298.225       2.5          Training       51           A             n/a            0            stim/1.jpeg   stim/6.jpeg   B             A             noresponse     300.776       1 
CD             305.044       2.5          Training       52           C             n/a            0            stim/3.jpeg   stim/2.jpeg   C             D             noresponse     307.595       1 
CD             309.662       2.5          Training       53           C             n/a            0            stim/2.jpeg   stim/3.jpeg   D             C             noresponse     312.213       1 
AB             315.681       2.5          Training       54           A             n/a            0            stim/6.jpeg   stim/1.jpeg   A             B             noresponse     318.232       1 
CD             322.299       2.5          Training       55           C             n/a            0            stim/2.jpeg   stim/3.jpeg   D             C             noresponse     324.85        1 
EF             329.118       2.5          Training       56           F             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     331.669       1 
EF             335.137       2.5          Training       57           F             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     337.688       1 
CD             340.355       2.5          Training       58           C             n/a            0            stim/3.jpeg   stim/2.jpeg   C             D             noresponse     342.906       1 
CD             346.974       2.5          Training       59           C             n/a            0            stim/3.jpeg   stim/2.jpeg   C             D             noresponse     349.525       1 
EF             351.592       2.5          Training       60           F             n/a            0            stim/4.jpeg   stim/5.jpeg   F             E             noresponse     354.143       1 
