stimulus_pair onset         duration      trial_type    trial_number  correct_response            response      response_time stim_file_left              stim_file_right             stim_type_left              stim_type_right             feedback      feedback_onset              feedback_duration
EF             112.812       2.5          Training       19           F             n/a            0            stim/2.jpeg   stim/6.jpeg   F             E             noresponse     115.362       1 
CD             118.03        2.5          Training       20           C             n/a            0            stim/3.jpeg   stim/4.jpeg   D             C             noresponse     120.581       1 
AB             123.648       2.5          Training       21           A             n/a            0            stim/5.jpeg   stim/1.jpeg   A             B             noresponse     126.199       1 
CD             129.667       2.5          Training       22           C             n/a            0            stim/3.jpeg   stim/4.jpeg   D             C             noresponse     132.218       1 
AB             134.285       2.5          Training       23           A             n/a            0            stim/5.jpeg   stim/1.jpeg   A             B             noresponse     136.836       1 
AB             141.104       2.5          Training       24           A             n/a            0            stim/1.jpeg   stim/5.jpeg   B             A             noresponse     143.655       1 
EF             147.722       2.5          Training       25           F             n/a            0            stim/2.jpeg   stim/6.jpeg   F             E             noresponse     150.273       1 
CD             152.341       2.5          Training       26           D             n/a            0            stim/3.jpeg   stim/4.jpeg   D             C             noresponse     154.891       1 
EF             159.159       2.5          Training       27           E             n/a            0            stim/2.jpeg   stim/6.jpeg   F             E             noresponse     161.71        1 
CD             164.378       2.5          Training       28           C             n/a            0            stim/4.jpeg   stim/3.jpeg   C             D             noresponse     166.928       1 
CD             170.996       2.5          Training       29           D             n/a            0            stim/4.jpeg   stim/3.jpeg   C             D             noresponse     173.547       1 
EF             176.615       2.5          Training       30           E             n/a            0            stim/6.jpeg   stim/2.jpeg   E             F             noresponse     179.166       1 
CD             182.633       2.5          Training       31           C             n/a            0            stim/3.jpeg   stim/4.jpeg   D             C             noresponse     185.184       1 
EF             189.252       2.5          Training       32           E             n/a            0            stim/2.jpeg   stim/6.jpeg   F             E             noresponse     191.803       1 
EF             194.47        2.5          Training       33           F             n/a            0            stim/6.jpeg   stim/2.jpeg   E             F             noresponse     197.021       1 
EF             200.089       2.5          Training       34           F             n/a            0            stim/2.jpeg   stim/6.jpeg   F             E             noresponse     202.64        1 
AB             206.907       2.5          Training       35           B             n/a            0            stim/5.jpeg   stim/1.jpeg   A             B             noresponse     209.458       1 
CD             212.926       2.5          Training       36           D             n/a            0            stim/4.jpeg   stim/3.jpeg   C             D             noresponse     215.477       1 
CD             217.544       2.5          Training       37           C             n/a            0            stim/4.jpeg   stim/3.jpeg   C             D             noresponse     220.095       1 
CD             222.762       2.5          Training       38           C             n/a            0            stim/3.jpeg   stim/4.jpeg   D             C             noresponse     225.313       1 
EF             228.781       2.5          Training       39           E             n/a            0            stim/6.jpeg   stim/2.jpeg   E             F             noresponse     231.332       1 
EF             233.399       2.5          Training       40           F             n/a            0            stim/6.jpeg   stim/2.jpeg   E             F             noresponse     235.95        1 
EF             240.018       2.5          Training       41           E             n/a            0            stim/2.jpeg   stim/6.jpeg   F             E             noresponse     242.569       1 
CD             245.636       2.5          Training       42           C             n/a            0            stim/4.jpeg   stim/3.jpeg   C             D             noresponse     248.187       1 
CD             252.455       2.5          Training       43           C             n/a            0            stim/4.jpeg   stim/3.jpeg   C             D             noresponse     255.006       1 
EF             259.074       2.5          Training       44           F             n/a            0            stim/6.jpeg   stim/2.jpeg   E             F             noresponse     261.624       1 
CD             263.692       2.5          Training       45           C             n/a            0            stim/3.jpeg   stim/4.jpeg   D             C             noresponse     266.243       1 
CD             269.71        2.5          Training       46           D             n/a            0            stim/3.jpeg   stim/4.jpeg   D             C             noresponse     272.261       1 
CD             274.929       2.5          Training       47           C             n/a            0            stim/4.jpeg   stim/3.jpeg   C             D             noresponse     277.479       1 
EF             280.547       2.5          Training       48           E             n/a            0            stim/2.jpeg   stim/6.jpeg   F             E             noresponse     283.098       1 
AB             287.366       2.5          Training       49           A             n/a            0            stim/1.jpeg   stim/5.jpeg   B             A             noresponse     289.917       1 
AB             292.584       2.5          Training       50           A             n/a            0            stim/5.jpeg   stim/1.jpeg   A             B             noresponse     295.135       1 
CD             298.202       2.5          Training       51           C             n/a            0            stim/4.jpeg   stim/3.jpeg   C             D             noresponse     300.753       1 
AB             305.021       2.5          Training       52           A             n/a            0            stim/5.jpeg   stim/1.jpeg   A             B             noresponse     307.572       1 
AB             311.64        2.5          Training       53           A             n/a            0            stim/1.jpeg   stim/5.jpeg   B             A             noresponse     314.191       1 
AB             316.258       2.5          Training       54           A             n/a            0            stim/1.jpeg   stim/5.jpeg   B             A             noresponse     318.809       1 
EF             322.277       2.5          Training       55           E             n/a            0            stim/6.jpeg   stim/2.jpeg   E             F             noresponse     324.827       1 
AB             328.895       2.5          Training       56           A             n/a            0            stim/5.jpeg   stim/1.jpeg   A             B             noresponse     331.446       1 
EF             334.914       2.5          Training       57           E             n/a            0            stim/2.jpeg   stim/6.jpeg   F             E             noresponse     337.465       1 
EF             340.132       2.5          Training       58           E             n/a            0            stim/2.jpeg   stim/6.jpeg   F             E             noresponse     342.683       1 
AB             345.75        2.5          Training       59           B             n/a            0            stim/1.jpeg   stim/5.jpeg   B             A             noresponse     348.301       1 
AB             352.569       2.5          Training       60           A             n/a            0            stim/1.jpeg   stim/5.jpeg   B             A             noresponse     355.12        1 
