stimulus_pair onset         duration      trial_type    trial_number  correct_response            response      response_time stim_file_left              stim_file_right             stim_type_left              stim_type_right             feedback      feedback_onset              feedback_duration
EF             8.067         2.5          Training       1            F             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     10.618        1 
AB             12.702        2.5          Training       2            B             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     15.252        1 
EF             19.52         2.5          Training       3            F             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     22.071        1 
CD             25.139        2.5          Training       4            D             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     27.69         1 
CD             31.157        2.5          Training       5            C             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     33.708        1 
AB             36.376        2.5          Training       6            A             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     38.926        1 
EF             42.994        2.5          Training       7            E             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     45.545        1 
AB             47.612        2.5          Training       8            A             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     50.163        1 
AB             54.431        2.5          Training       9            B             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     56.982        1 
AB             59.649        2.5          Training       10           A             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     62.2          1 
CD             65.668        2.5          Training       11           C             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     68.219        1 
CD             71.286        2.5          Training       12           C             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     73.837        1 
CD             77.905        2.5          Training       13           C             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     80.456        1 
CD             83.524        2.5          Training       14           D             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     86.074        1 
EF             88.742        2.5          Training       15           E             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     91.293        1 
CD             95.561        2.5          Training       16           C             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     98.111        1 
EF             100.179       2.5          Training       17           F             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     102.73        1 
CD             106.197       2.5          Training       18           C             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     108.748       1 
EF             112.816       2.5          Training       19           E             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     115.367       1 
AB             118.834       2.5          Training       20           A             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     121.385       1 
EF             123.453       2.5          Training       21           F             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     126.003       1 
CD             130.271       2.5          Training       22           C             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     132.822       1 
CD             135.49        2.5          Training       23           C             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     138.04        1 
AB             141.108       2.5          Training       24           A             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     143.659       1 
EF             147.727       2.5          Training       25           E             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     150.278       1 
CD             153.345       2.5          Training       26           D             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     155.896       1 
CD             159.964       2.5          Training       27           C             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     162.515       1 
CD             166.783       2.5          Training       28           D             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     169.333       1 
CD             171.401       2.5          Training       29           C             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     173.952       1 
AB             177.419       2.5          Training       30           A             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     179.97        1 
EF             182.638       2.5          Training       31           E             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     185.188       1 
EF             187.256       2.5          Training       32           E             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     189.806       1 
AB             192.874       2.5          Training       33           B             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     195.425       1 
EF             199.693       2.5          Training       34           E             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     202.244       1 
EF             205.711       2.5          Training       35           F             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     208.262       1 
CD             210.93        2.5          Training       36           D             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     213.48        1 
EF             217.548       2.5          Training       37           E             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     220.099       1 
EF             224.367       2.5          Training       38           E             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     226.918       1 
AB             230.986       2.5          Training       39           A             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     233.537       1 
CD             236.604       2.5          Training       40           C             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     239.155       1 
EF             241.823       2.5          Training       41           F             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     244.373       1 
EF             247.841       2.5          Training       42           E             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     250.392       1 
CD             252.459       2.5          Training       43           D             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     255.01        1 
AB             258.078       2.5          Training       44           A             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     260.628       1 
AB             262.696       2.5          Training       45           A             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     265.246       1 
EF             268.714       2.5          Training       46           E             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     271.265       1 
EF             275.333       2.5          Training       47           E             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     277.884       1 
AB             280.551       2.5          Training       48           A             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     283.102       1 
CD             287.37        2.5          Training       49           C             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     289.921       1 
CD             292.588       2.5          Training       50           C             n/a            0            stim/6.jpeg   stim/5.jpeg   C             D             noresponse     295.139       1 
AB             299.407       2.5          Training       51           A             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     301.958       1 
AB             306.026       2.5          Training       52           A             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     308.577       1 
AB             312.044       2.5          Training       53           A             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     314.595       1 
AB             317.663       2.5          Training       54           A             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     320.213       1 
EF             322.281       2.5          Training       55           F             n/a            0            stim/1.jpeg   stim/3.jpeg   E             F             noresponse     324.832       1 
AB             327.899       2.5          Training       56           A             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     330.45        1 
CD             333.918       2.5          Training       57           C             n/a            0            stim/5.jpeg   stim/6.jpeg   D             C             noresponse     336.469       1 
AB             338.536       2.5          Training       58           A             n/a            0            stim/4.jpeg   stim/2.jpeg   B             A             noresponse     341.087       1 
AB             345.355       2.5          Training       59           B             n/a            0            stim/2.jpeg   stim/4.jpeg   A             B             noresponse     347.905       1 
EF             350.573       2.5          Training       60           F             n/a            0            stim/3.jpeg   stim/1.jpeg   F             E             noresponse     353.124       1 
