stimulus_pair onset         duration      trial_type    trial_number  correct_response            response      response_time stim_file_left              stim_file_right             stim_type_left              stim_type_right             feedback      feedback_onset              feedback_duration
AB             8.072         2.5          Training       1            A             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     10.623        1 
EF             14.891        2.5          Training       2            E             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     17.442        1 
CD             20.109        2.5          Training       3            D             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     22.66         1 
EF             25.728        2.5          Training       4            F             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     28.279        1 
EF             32.347        2.5          Training       5            E             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     34.897        1 
AB             38.365        2.5          Training       6            B             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     40.916        1 
EF             42.983        2.5          Training       7            E             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     45.534        1 
EF             49.602        2.5          Training       8            F             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     52.153        1 
CD             54.22         2.5          Training       9            D             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     56.771        1 
EF             61.039        2.5          Training       10           F             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     63.59         1 
AB             66.657        2.5          Training       11           A             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     69.208        1 
EF             71.875        2.5          Training       12           F             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     74.426        1 
EF             77.894        2.5          Training       13           E             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     80.445        1 
EF             84.513        2.5          Training       14           E             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     87.064        1 
EF             90.131        2.5          Training       15           E             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     92.682        1 
AB             96.95         2.5          Training       16           A             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     99.501        1 
EF             102.968       2.5          Training       17           F             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     105.519       1 
AB             108.187       2.5          Training       18           A             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     110.738       1 
AB             112.805       2.5          Training       19           A             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     115.356       1 
CD             119.424       2.5          Training       20           D             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     121.974       1 
CD             124.042       2.5          Training       21           D             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     126.592       1 
CD             129.26        2.5          Training       22           C             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     131.811       1 
CD             135.278       2.5          Training       23           C             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     137.829       1 
AB             140.897       2.5          Training       24           A             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     143.448       1 
CD             147.716       2.5          Training       25           C             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     150.266       1 
EF             153.734       2.5          Training       26           E             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     156.285       1 
CD             160.553       2.5          Training       27           C             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     163.104       1 
CD             165.171       2.5          Training       28           C             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     167.722       1 
AB             170.389       2.5          Training       29           A             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     172.94        1 
AB             176.008       2.5          Training       30           A             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     178.559       1 
CD             182.626       2.5          Training       31           C             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     185.177       1 
CD             189.445       2.5          Training       32           C             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     191.996       1 
EF             196.064       2.5          Training       33           E             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     198.615       1 
CD             201.282       2.5          Training       34           C             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     203.833       1 
AB             206.901       2.5          Training       35           B             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     209.451       1 
CD             211.519       2.5          Training       36           C             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     214.07        1 
AB             217.537       2.5          Training       37           A             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     220.088       1 
CD             222.155       2.5          Training       38           C             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     224.706       1 
AB             228.774       2.5          Training       39           A             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     231.325       1 
AB             234.793       2.5          Training       40           A             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     237.343       1 
EF             241.611       2.5          Training       41           E             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     244.162       1 
EF             247.23        2.5          Training       42           F             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     249.781       1 
CD             252.448       2.5          Training       43           C             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     254.999       1 
AB             259.267       2.5          Training       44           A             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     261.818       1 
AB             265.285       2.5          Training       45           A             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     267.836       1 
CD             269.903       2.5          Training       46           C             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     272.454       1 
EF             275.522       2.5          Training       47           F             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     278.073       1 
EF             282.141       2.5          Training       48           F             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     284.691       1 
AB             287.359       2.5          Training       49           B             n/a            0            stim/3.jpeg   stim/1.jpeg   A             B             noresponse     289.91        1 
AB             292.977       2.5          Training       50           B             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     295.528       1 
CD             299.796       2.5          Training       51           C             n/a            0            stim/4.jpeg   stim/2.jpeg   C             D             noresponse     302.347       1 
CD             305.014       2.5          Training       52           C             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     307.565       1 
CD             311.033       2.5          Training       53           D             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     313.584       1 
EF             315.651       2.5          Training       54           E             n/a            0            stim/5.jpeg   stim/6.jpeg   E             F             noresponse     318.202       1 
EF             322.27        2.5          Training       55           E             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     324.82        1 
EF             328.288       2.5          Training       56           E             n/a            0            stim/6.jpeg   stim/5.jpeg   F             E             noresponse     330.839       1 
AB             332.906       2.5          Training       57           A             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     335.457       1 
CD             338.125       2.5          Training       58           D             n/a            0            stim/2.jpeg   stim/4.jpeg   D             C             noresponse     340.675       1 
AB             344.743       2.5          Training       59           A             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     347.294       1 
AB             350.362       2.5          Training       60           A             n/a            0            stim/1.jpeg   stim/3.jpeg   B             A             noresponse     352.913       1 
