stimulus_pair onset         duration      trial_type    trial_number  correct_response            response      response_time stim_file_left              stim_file_right             stim_type_left              stim_type_right
BC             8.098         2.5          Testing        61                         n/a            0            stim/2.jpeg   stim/1.jpeg   B             C
BE             11.666        2.5          Testing        62                         n/a            0            stim/5.jpeg   stim/2.jpeg   E             B
AC             17.434        2.5          Testing        63                         n/a            0            stim/3.jpeg   stim/1.jpeg   A             C
DE             21.602        2.5          Testing        64                         n/a            0            stim/6.jpeg   stim/5.jpeg   D             E
BD             26.57         2.5          Testing        65                         n/a            0            stim/2.jpeg   stim/6.jpeg   B             D
DF             32.138        2.5          Testing        66                         n/a            0            stim/4.jpeg   stim/6.jpeg   F             D
DF             36.707        2.5          Testing        67                         n/a            0            stim/6.jpeg   stim/4.jpeg   D             F
AF             40.875        2.5          Testing        68                         n/a            0            stim/4.jpeg   stim/3.jpeg   F             A
BD             44.442        2.5          Testing        69                         n/a            0            stim/6.jpeg   stim/2.jpeg   D             B
AD             50.011        2.5          Testing        70                         n/a            0            stim/3.jpeg   stim/6.jpeg   A             D
AD             55.779        2.5          Testing        71                         n/a            0            stim/6.jpeg   stim/3.jpeg   D             A
CF             60.747        2.5          Testing        72                         n/a            0            stim/4.jpeg   stim/1.jpeg   F             C
BC             65.315        2.5          Testing        73                         n/a            0            stim/1.jpeg   stim/2.jpeg   C             B
CF             69.483        2.5          Testing        74                         n/a            0            stim/4.jpeg   stim/1.jpeg   F             C
BE             75.252        2.5          Testing        75                         n/a            0            stim/5.jpeg   stim/2.jpeg   E             B
DE             79.82         2.5          Testing        76                         n/a            0            stim/5.jpeg   stim/6.jpeg   E             D
BC             83.388        2.5          Testing        77                         n/a            0            stim/1.jpeg   stim/2.jpeg   C             B
AC             88.956        2.5          Testing        78                         n/a            0            stim/1.jpeg   stim/3.jpeg   C             A
AF             93.924        2.5          Testing        79                         n/a            0            stim/3.jpeg   stim/4.jpeg   A             F
AC             98.092        2.5          Testing        80                         n/a            0            stim/1.jpeg   stim/3.jpeg   C             A
DE             103.06        2.5          Testing        81                         n/a            0            stim/6.jpeg   stim/5.jpeg   D             E
BE             108.629       2.5          Testing        82                         n/a            0            stim/2.jpeg   stim/5.jpeg   B             E
AF             113.197       2.5          Testing        83                         n/a            0            stim/3.jpeg   stim/4.jpeg   A             F
CE             116.765       2.5          Testing        84                         n/a            0            stim/5.jpeg   stim/1.jpeg   E             C
DF             122.533       2.5          Testing        85                         n/a            0            stim/6.jpeg   stim/4.jpeg   D             F
BC             126.101       2.5          Testing        86                         n/a            0            stim/1.jpeg   stim/2.jpeg   C             B
AE             130.269       2.5          Testing        87                         n/a            0            stim/5.jpeg   stim/3.jpeg   E             A
AE             135.837       2.5          Testing        88                         n/a            0            stim/3.jpeg   stim/5.jpeg   A             E
AD             140.805       2.5          Testing        89                         n/a            0            stim/3.jpeg   stim/6.jpeg   A             D
BE             145.374       2.5          Testing        90                         n/a            0            stim/5.jpeg   stim/2.jpeg   E             B
BF             151.142       2.5          Testing        91                         n/a            0            stim/2.jpeg   stim/4.jpeg   B             F
AF             154.71        2.5          Testing        92                         n/a            0            stim/4.jpeg   stim/3.jpeg   F             A
AD             160.478       2.5          Testing        93                         n/a            0            stim/6.jpeg   stim/3.jpeg   D             A
AF             166.047       2.5          Testing        94                         n/a            0            stim/3.jpeg   stim/4.jpeg   A             F
AF             171.015       2.5          Testing        95                         n/a            0            stim/4.jpeg   stim/3.jpeg   F             A
AC             175.583       2.5          Testing        96                         n/a            0            stim/1.jpeg   stim/3.jpeg   C             A
BF             179.751       2.5          Testing        97                         n/a            0            stim/2.jpeg   stim/4.jpeg   B             F
